name,date,open_price,close_price,high_price,low_price,volume,market
BZH,04-Jan-2010,24.5,26.4,24.3,26.3,1838400,NYSE
BZH,05-Jan-2010,26.15,27.2,25.7,27.1,1939300,NYSE
BZH,06-Jan-2010,24.3,24.85,23.5,23.85,11987400,NYSE
BZH,07-Jan-2010,26.1,26.35,25.05,25.65,39002800,NYSE
BZH,08-Jan-2010,25.2,26.0,24.8,25.75,6759800,NYSE
BZH,11-Jan-2010,26.1,26.7,25.6,26.2,4537400,NYSE
BZH,12-Jan-2010,26.1,26.3,25.3,25.6,5158400,NYSE
BZH,13-Jan-2010,25.7,25.8,25.25,25.4,4135400,NYSE
BZH,14-Jan-2010,25.45,25.95,25.25,25.55,2533300,NYSE
BZH,15-Jan-2010,25.65,25.7,24.75,25.1,2961000,NYSE
BZH,19-Jan-2010,25.2,25.3,24.25,24.4,3679500,NYSE
BZH,20-Jan-2010,24.25,24.5,23.05,23.2,3708300,NYSE
BZH,21-Jan-2010,23.6,23.7,21.9,21.9,4715900,NYSE
BZH,22-Jan-2010,22.0,22.35,20.4,20.5,6178700,NYSE
BZH,25-Jan-2010,20.85,21.65,20.05,20.4,4386900,NYSE
BZH,26-Jan-2010,20.4,21.25,20.4,20.4,2888600,NYSE
BZH,27-Jan-2010,20.75,20.75,19.6,20.2,4308400,NYSE
BZH,28-Jan-2010,20.35,20.75,19.75,20.2,3509600,NYSE
BZH,29-Jan-2010,20.35,20.6,19.2,19.5,5549600,NYSE
BZH,01-Feb-2010,19.8,20.0,19.15,19.95,2804000,NYSE
BZH,02-Feb-2010,20.55,22.5,20.55,22.45,6778400,NYSE
BZH,03-Feb-2010,21.65,23.1,21.5,22.0,4705000,NYSE
BZH,04-Feb-2010,21.4,21.8,20.4,20.55,4747400,NYSE
BZH,05-Feb-2010,21.55,21.55,19.85,20.8,6022500,NYSE
BZH,08-Feb-2010,20.8,22.25,20.25,21.6,4017200,NYSE
BZH,09-Feb-2010,21.9,22.2,20.9,21.65,3863000,NYSE
BZH,10-Feb-2010,21.55,21.8,20.75,21.15,2514600,NYSE
BZH,11-Feb-2010,21.2,22.25,21.0,21.95,3197400,NYSE
BZH,12-Feb-2010,21.55,21.85,21.15,21.6,1782300,NYSE
BZH,16-Feb-2010,21.9,22.75,21.65,22.25,2418100,NYSE
BZH,17-Feb-2010,22.7,23.05,21.65,21.85,1999000,NYSE
BZH,18-Feb-2010,21.95,22.1,21.0,21.85,1760500,NYSE
BZH,19-Feb-2010,21.8,22.0,21.3,21.65,1087300,NYSE
BZH,22-Feb-2010,21.85,21.9,21.35,21.5,941300,NYSE
BZH,23-Feb-2010,21.5,21.85,21.05,21.15,1711200,NYSE
BZH,24-Feb-2010,21.65,21.65,20.75,21.05,2008900,NYSE
BZH,25-Feb-2010,20.5,20.8,20.25,20.7,2110800,NYSE
BZH,26-Feb-2010,20.65,20.8,20.2,20.8,1806600,NYSE
BZH,01-Mar-2010,21.25,21.35,20.85,21.15,2162200,NYSE
BZH,02-Mar-2010,21.25,21.35,20.95,21.15,1148800,NYSE
BZH,03-Mar-2010,21.3,21.45,21.0,21.1,1370000,NYSE
BZH,04-Mar-2010,21.3,21.4,20.75,21.0,2265400,NYSE
BZH,05-Mar-2010,21.2,21.3,20.9,21.05,3147600,NYSE
BZH,08-Mar-2010,21.05,21.4,20.95,21.25,1544600,NYSE
BZH,09-Mar-2010,21.1,22.1,21.05,21.9,3439900,NYSE
BZH,10-Mar-2010,22.1,23.0,21.85,22.7,3934000,NYSE
BZH,11-Mar-2010,22.5,22.9,22.1,22.5,2596700,NYSE
BZH,12-Mar-2010,22.75,22.9,22.15,22.75,2370600,NYSE
BZH,15-Mar-2010,23.85,24.15,23.25,23.65,5085600,NYSE
BZH,16-Mar-2010,24.05,25.25,23.75,24.95,7358500,NYSE
BZH,17-Mar-2010,25.05,25.65,24.65,24.75,3353800,NYSE
BZH,18-Mar-2010,24.6,24.9,24.05,24.75,1977200,NYSE
BZH,19-Mar-2010,24.55,24.9,23.3,23.35,4754900,NYSE
BZH,22-Mar-2010,22.85,23.55,22.1,22.95,3160500,NYSE
BZH,23-Mar-2010,22.9,24.25,22.75,24.0,2500200,NYSE
BZH,24-Mar-2010,24.5,24.8,24.0,24.25,2574800,NYSE
BZH,25-Mar-2010,24.3,24.9,23.7,23.9,2137800,NYSE
BZH,26-Mar-2010,23.95,24.65,23.55,24.0,1508700,NYSE
BZH,29-Mar-2010,24.15,24.35,23.4,23.65,1185000,NYSE
BZH,30-Mar-2010,23.75,23.8,22.55,22.55,1845600,NYSE
BZH,31-Mar-2010,22.5,23.05,22.25,22.7,1953400,NYSE
BZH,01-Apr-2010,23.15,23.5,22.75,22.85,1759100,NYSE
BZH,05-Apr-2010,23.1,24.4,22.9,24.4,2327100,NYSE
BZH,06-Apr-2010,24.1,24.5,23.95,24.35,1499900,NYSE
BZH,07-Apr-2010,24.3,24.75,23.75,24.05,2079100,NYSE
BZH,08-Apr-2010,23.95,24.2,23.7,23.95,1123700,NYSE
BZH,09-Apr-2010,24.05,24.65,23.95,24.05,2249700,NYSE
BZH,12-Apr-2010,24.3,26.3,24.05,25.65,3754000,NYSE
BZH,13-Apr-2010,25.5,26.0,24.8,25.25,2708400,NYSE
BZH,14-Apr-2010,25.6,28.2,25.55,28.15,6871100,NYSE
BZH,15-Apr-2010,28.1,29.15,27.55,28.55,3875700,NYSE
BZH,16-Apr-2010,28.5,28.95,26.7,27.4,4766900,NYSE
BZH,19-Apr-2010,26.85,28.6,26.55,26.9,2404100,NYSE
BZH,20-Apr-2010,27.6,28.55,27.4,28.4,1921300,NYSE
BZH,21-Apr-2010,28.5,29.95,28.5,29.7,4447500,NYSE
BZH,22-Apr-2010,28.65,31.85,27.7,31.75,8019800,NYSE
